"HyrCV";"HYR";"MPGRP";"TI";"INTRO";"POS"
"0018606";"LCBDGA";true;"Spécialités [Modulateurs des récepteurs à la sphingosine-1-phosphate (S1P)]";;
"0020685";"LCBDH";false;"Tériflunomide";"Le tériflunomide est le métabolite actif du léflunomide, un immunomodulateur aux propriétés anti-inflammatoires, qui est utilisé dans la polyarthrite rhumatoïde ([voir 9.2.3. Léflunomide](http://www.cbip.be/fr/contents/7112)).
 

**_Positionnement_**

  
  - Pour le positionnement des divers médicaments utilisés dans la sclérose en plaques, [voir 10.14. Médicaments de la sclérose en plaques (SEP)](http://www.cbip.be/fr/contents/20909). 
 

**_Indications (synthèse du RCP)_**

  
  - Certaines formes de sclérose en plaques. 
 

**_Contre-indications_**

  
  - **Grossesse et allaitement.** 
  - Insuffisance hépatique sévère (RCP). 
 

**_Effets indésirables_**

  
  - Des effets indésirables sont fréquents et parfois très graves. 
  - Risque accru d'infections. 
  - Troubles hématologiques, hépatotoxicité, troubles gastro-intestinaux (entre autres diarrhée, nausées). 
  - Hypertension, perte de cheveux, rare: réactions cutanées sévères. 
  - Neuropathie périphérique. 
  - Problèmes respiratoires (entre autres pneumopathie interstitielle, rare). 
 

**_Grossesse et allaitement_**

  
  - **Le tériflunomide est contre-indiqué pendant la grossesse en raison d’un risque possible de tératogénicité.** 
  - **Une contraception fiable s’impose pendant le traitement, et jusqu’à 2 ans après son arrêt.** 
  - Avant même le désir de grossesse, les concentrations plasmatiques de tériflunomide doivent être inférieures à 0,02 mg/l, lors de 2 mesures consécutives avec un intervalle d’au moins 14 jours. 
  - **Le tériflunomide est également contre-indiqué pendant la période d'allaitement.** 
 

**_Interactions_**

  
  - Diminution de l’effet des antagonistes de la vitamine K. 
  - Accélération de l'excrétion du tériflunomide par la colestyramine, ce qui peut être utile en cas de toxicité ou de désir de grossesse. 
  - Le tériflunomide est un inducteur du CYP1A2 ([voir % dans Intro.6.3. Interactions des médicaments](http://www.cbip.be/fr/contents/9990243#cyp)). 
 

**_Précautions particulières_**

  
  - Un dépistage de la tuberculose latente (signes anamnestiques, test cutané tuberculinique ou test IGRA et radiographie du thorax) doit être réalisé avant l’initiation du traitement. En cas de dépistage positif, la tuberculose latente doit être traitée pendant 6 mois. 
  - Concernant la vaccination des patients sous immunosuppresseurs: [voir 12.3.2. Médicaments des maladies immunitaires chroniques](http://www.cbip.be/fr/contents/12153) _rubrique “Précautions particulières_”. 
 ";
"0020677";"LCBDHA";true;"Spécialités [Tériflunomide]";;
"0028506";"LCBE";false;"Inhibiteurs de protéines kinases (non oncologiques)";;
"8904120";"LCBEA";false;"Inhibiteurs de JAK";"Les inhibiteurs de protéines kinases de la famille des Janus kinases (JAK) sont abordés ici.  Les JAK sont des enzymes intracellulaires qui transmettent les signaux de cytokines ou de facteurs de croissance impliqués dans un grand éventail de processus cellulaires, notamment les réponses inflammatoires, l’hématopoïèse et la surveillance immunitaire. Il y a quatre JAK: JAK1, JAK2, JAK3 et TYK2.
 
Le deucravacitinib, un inhibiteur sélectif de TYK2, a un mécanisme d'action unique qui diffère de celui des inhibiteurs de JAK 1/2/3.
 

**_Positionnement_**

  
  - Ces inhibiteurs de protéines kinases sont parfois utilisés pour le traitement de fond ciblé de l'arthrite chronique, en cas de réponse insuffisante aux traitements de fond conventionnels ([voir 9.2. Arthrite chronique](http://www.cbip.be/fr/contents/7088)), dans la colite ulcéreuse, la maladie de Crohn ([voir 3.7. Affections inflammatoires du tube digestif](http://www.cbip.be/fr/contents/3376)), dans les formes modérées et sévères de dermatite atopique, dans la pelade et dans le psoriasis ([voir 15.8. Psoriasis](http://www.cbip.be/fr/contents/14548)). Cette recommandation n'a pas été incluse dans le RCP du deucravacitinib, le premier inhibiteur sélectif de TYK2, qui semble avoir un profil de sécurité plus léger que les autres inhibiteurs de JAK. 
  - Dans le RCP il est recommandé de ne prescrire les inhibiteurs de JAK à certains patients que lorsqu'il n'existe pas d'alternatives appropriées ([voir aussi Folia de décembre 2022](http://www.cbip.be/fr/articles/query?number=F49F12H)). Cette recommandation n'a pas été incluse dans le RCP du deucravacitinib, le premier inhibiteur sélectif de TYK2, qui semble avoir un profil de sécurité plus léger que les autres inhibiteurs de JAK. 
  - Les inhibiteurs de protéines kinases sont utilisés en oncologie et sont repris en [13.2.2. Inhibiteurs de protéines kinases](http://www.cbip.be/fr/contents/13219). Le ruxolitinib, un inhibiteur de JAK, est également utilisé dans le traitement de la maladie du greffon contre l'hôte. 
 ";
"8904153";"LCBEAA";false;"Inhibiteurs de JAK 1/2/3";"Les inhibiteurs sélectifs de JAK 1, JAK2 et JAK 3 sont abordés ici.
 

**_Indications (synthèse du RCP)_**

  
  - Abrocitinib: dermatite atopique. 
  - Baricitinib: certains types d’arthrite, dermatite atopique et la pelade (alopecia areata). 
  - Filgotinib: certains types de polyarthrite rhumatoïde et colite ulcéreuse. 
  - Tofacitinib: certains types d'arthrite et colite ulcéreuse. 
  - Upadacitinib: certains types d'arthrite, dermatite atopique, colite ulcéreuse et maladie de Crohn. 
 

**_Contre-indications_**

  
  - Infection active, entre autres tuberculose; tuberculose latente. 
  - **Grossesse.** 
  - Tofacitinib et upadacitinib: aussi insuffisance hépatique sévère (RCP). 
 

**_Effets indésirables_**

  
  - Risque accru d'infections (surtout zona). 
  - Troubles lipidiques, élévation du taux de créatine kinase. 
  - Troubles hématologiques (neutropénie, thrombocytose). 
  - Troubles gastro-intestinaux, diverticulites avec risque de perforation, troubles hépatiques. 
  - Thrombo-embolie veineuse y compris thrombose veineuse profonde et embolie pulmonaire. 
  - Risque accru d'événements cardiovasculaires graves (notamment infarctus du myocarde) par rapport aux inhibiteurs du TNF ([voir Folia de décembre 2022](http://www.cbip.be/fr/articles/query?number=F49F12H)). 
  - Risque accru d’infections graves par rapport aux inhibiteurs du TNF ([voir Folia de décembre 2022](http://www.cbip.be/fr/articles/query?number=F49F12H)). 
  - Risque accru de cancers (notamment cancer du poumon et lymphome) par rapport aux inhibiteurs du TNF ([voir Folia de décembre 2022](http://www.cbip.be/fr/articles/query?number=F49F12H)). 
  - Tofacitinib: aussi céphalées et hypertension. 
  - Upadacitinib: aussi toux. 
 

**_Grossesse et allaitement_**

  
  - Ces anti-JAK sont **contre-indiqués** pendant la grossesse. 
  - Selon le RCP, une contraception fiable est nécessaire pendant le traitement et jusqu'à 1 semaine après le traitement pour le baricitinib et le filgotinib; et jusqu'à 4 semaines après le traitement pour l’abrocitinib, le tofacitinib et l'upadacitinib. 
  - Un risque d’effets néfastes chez l’enfant ne peut être exclu en cas d’utilisation pendant la période d’allaitement. 
 

**_Interactions_**

  
  - L’abrocitinib est un substrat des CYP2C19 et CYP2C9 ([voir % dans Intro.6.3. Interactions des médicaments](http://www.cbip.be/fr/contents/9990243#cyp)). 
  - Le tofacitinib et l’upadacitinib sont des substrats du CYP3A4 ([voir % dans Intro.6.3. Interactions des médicaments](http://www.cbip.be/fr/contents/9990243#cyp)). 
 

**_Précautions particulières_**

  
  - Un dépistage de la tuberculose latente (signes anamnestiques, test cutané tuberculinique ou test IGRA et radiographie du thorax) doit être réalisé avant l’initiation du traitement. En cas de dépistage positif, la tuberculose latente doit être traitée pendant 6 mois. 
  - En raison du risque accru de cancers de la peau, l’exposition au soleil et aux rayons UV doit être limitée et les patients doivent utiliser un écran solaire à indice de protection élevé. 
  - Prudence en présence de facteurs de risque de thromboembolie veineuse. 
  - Concernant la vaccination des patients sous immunosuppresseurs: [voir 12.3.2. Médicaments des maladies immunitaires chroniques](http://www.cbip.be/fr/contents/12153) _rubrique “Précautions particulières_”. 
 ";
"8902983";"LCBEAAA";true;"Abrocitinib";;
"0028407";"LCBEAAB";true;"Baricitinib";;
"8901746";"LCBEAAC";true;"Filgotinib";;
"0028373";"LCBEAAD";true;"Tofacitinib";;
"8901118";"LCBEAAE";true;"Upadacitinib";;
"0012849";"MABCC";true;"Cytarabine";;
"0019778";"MABCD";true;"Décitabine";;
"0012823";"MABCE";true;"Fluorouracil";;
"0012864";"MABCF";true;"Gemcitabine";;
"0018713";"MABCG";true;"Associations";;
"8900680";"MBBIA";true;"Spécialités [Inhibiteurs de mTOR]";;
"8904138";"LCBEAB";false;"Inhibiteurs de TYK2";"Il s’agit ici de l’inhibiteur sélectif de la tyrosine kinase 2 (TYK2), le deucravacitinib.
 

**_Indications (synthèse du RCP)_**

  
  - Psoriasis en plaques modéré à sévère. 
 

**_Contre-indications_**

  
  - Infection active, entre autres tuberculose; tuberculose latente. 
 

**_Effets indésirables_**

  
  - Risque accru d'infections (surtout Infections des voies aériennes supérieures et infections par le virus de l’herpès). 
  - Risque accru possible de cancer (y compris le lymphome et le cancer de la peau). 
  - Ulcères buccaux. 
  - Rash acnéiforme et folliculite. 
  - Elévation du taux de créatine kinase. 
  - Les événements cardiovasculaires graves des autres inhibiteurs de JAK n’ont pas été observés dans les études avec le deucravacitinib. La sécurité à long terme n'est pas encore claire. 
 

**_Grossesse et allaitement_**

  
  - Très peu de données chez l’humain: à éviter pendant la grossesse. 
  - Un risque d’effets néfastes chez l’enfant ne peut être exclu en cas d’utilisation pendant la période d’allaitement. 
 

**_Précautions particulières_**

  
  - Un dépistage de la tuberculose latente (signes anamnestiques, test cutané tuberculinique ou test IGRA et radiographie du thorax) doit être réalisé avant l’initiation du traitement. En cas de dépistage positif, la tuberculose latente doit être traitée pendant 6 mois. 
  - Dans l'attente de données supplémentaires sur le risque de cancer lié au deucravacitinib, l’exposition au soleil et aux rayons UV doit être limitée et les patients doivent utiliser un écran solaire à indice de protection élevé. 
  - Concernant la vaccination des patients sous immunosuppresseurs: [voir 12.3.2. Médicaments des maladies immunitaires chroniques](http://www.cbip.be/fr/contents/12153) rubrique “_Précautions particulières_”. 
 ";
"8904146";"LCBEABA";true;"Deucravacitinib";;
"8904278";"LCBF";false;"Inhibiteurs du complément";;
"0012187";"LCBFA";false;"Inhibiteurs de C5";"L'éculizumab et le ravulizumab sont des anticorps monoclonaux qui inhibent l'activation de C5 du système du complément.
 

**_Indications (synthèse du RCP)_**

  
  - Hémoglobinurie paroxystique nocturne. 
  - Syndrome hémolytique et urémique atypique. 
  - Myasthénie grave réfractaire. 
  - Forme récurrente de la maladie du spectre de la neuromyélite optique. 
 

**_Contre-indications_**

  
  - Infection à méningocoque; patients non vaccinés contre le méningocoque. 
  - Vaccination avec des vaccins vivants. 
 

**_Effets indésirables_**

  
  - Des effets indésirables sont fréquents et parfois très graves. 
  - Risque accru d'infections (surtout infections à méningocoque, aussi infections à gonocoque disséminées). 
  - Réactions à la perfusion jusqu'à 48 heures après la perfusion. 
  - Troubles hématologiques. 
  - Troubles gastro-intestinaux. 
  - Hypertension, insomnie, éruption cutanée, prurit, alopécie, arthralgie, myalgie. 
 

**_Grossesse et allaitement_**

  
  - **[Voir 12.3.2. Médicaments des maladies immunitaires chroniques](http://www.cbip.be/fr/contents/12153)** 
  - Très peu de données chez l’humain: à éviter pendant la grossesse. 
  - Une contraception fiable est recommandée pendant le traitement, et jusqu’à 5 mois après son arrêt. 
 

**_Précautions particulières_**

  
  - Les soins prophylactiques comprennent notamment la vaccination contre les infections à méningocoque (ACWY et B) et, chez les patients de moins de 18 ans, contre _Haemophilus influenzae_ et les infections à pneumocoque. 
  - La vaccination peut exacerber les signes et les symptômes des pathologies pour lesquelles les inhibiteurs de C5 sont indiqués. Après une vaccination, il faut surveiller les symptômes de la maladie. 
  - Concernant la vaccination des patients sous immunosuppresseurs: [voir 12.3.2. Médicaments des maladies immunitaires chroniques](http://www.cbip.be/fr/contents/12153) _rubrique “Précautions particulières_”. 
 ";
"0012195";"LCBFAA";true;"Spécialités [Inhibiteurs de C5]";;
"8903932";"LCBFB";false;"Inhibiteurs de C3";"Le pegcétacoplan inhibe l’activation de C3 du système complément.
 

**_Indications (synthèse du RCP)_**

  
  - Hémoglobinurie paroxystique nocturne. 
 

**_Contre-indications_**

  
  - Infection non guérie due à une bactérie encapsulée telle que _Neisseria meningitidis_, _Streptococcus pneumoniae_ et _Haemophilus influenzae_. 
  - Patients qui n’ont pas reçu à ce jour de vaccination contre le méningocoque, le pneumocoque et _Haemophilus influenzae_, à moins qu’ils ne reçoivent un traitement prophylactique par des antibiotiques appropriés jusqu’à 2 semaines après la vaccination. 
  - Intolérance héréditaire au fructose. 
 

**_Effets indésirables_**

  
  - Des effets indésirables sont fréquents et parfois très graves. 
  - Risque accru d'infections (surtout infections des voies respiratoires supérieures, infections urinaires). 
  - Réactions liées à l’injection, réactions d'hypersensibilité (y compris l’anaphylaxie). 
  - Hémolyse. 
  - Hypokaliémie, augmentation des enzymes hépatiques. 
  - Hypertension, troubles gastro-intestinaux, douleurs musculo-squelettiques, troubles rénaux, complication de la vaccination. 
 

**_Grossesse et allaitement_**

  
  - [Voir 12.3.2. Médicaments des maladies immunitaires chroniques](http://www.cbip.be/fr/contents/12153) 
  - Très peu de données chez l’humain: à éviter pendant la grossesse. 
  - Une contraception fiable est recommandée pendant le traitement, et jusqu’à 8 semaines après son arrêt. 
 

**_Précautions particulières_**

  
  - Vacciner contre le méningocoque (ACWY et B), pneumocoque et _Haemophilus influenzae_ au moins 2 semaines avant le début du traitement. 
  - Surveillance régulière des signes d’apparition d’une hémolyse (entre autres, mesure des taux de LDH). 
  - Interférence possible avec les réactifs à base de silice utilisés pour les panels d’analyse de la coagulation, entraînant un allongement de aPTT. 
  - Contrôle régulier de la fonction rénale (accumulation de polyéthylène glycol). 
  - Lors de l'arrêt du pegcétacoplan, surveiller l'apparition de signes d’hémolyse pendant au moins 8 semaines après la dernière dose. Envisager une diminution progressive. 
  - Concernant la vaccination des patients sous immunosuppresseurs: [voir 12.3.2. Médicaments des maladies immunitaires chroniques](http://www.cbip.be/fr/contents/12153) _rubrique “Précautions particulières”_. 
 ";
"8903940";"LCBFBA";true;"Spécialités [Inhibiteurs de C3]";;
"0028514";"LCBG";false;"Immunomodulateurs divers";;
"0012161";"LCBGA";false;"Abatacept";"L'abatacept inhibe l'activation des lymphocytes T et diminue ainsi entre autres la production de certaines cytokines.
 

**_Positionnement_**

  
  - Concernant la polyarthrite rhumatoïde, [voir 9.2. Arthrite chronique](http://www.cbip.be/fr/contents/7088) 
 

**_Indications (synthèse du RCP)_**

  
  - Polyarthrite rhumatoïde, psoriasique et juvénile. 
 

**_Contre-indications_**

  
  - Infection active. 
 

**_Effets indésirables_**

  
  - Des effets indésirables sont fréquents et parfois très graves. 
  - Risque accru d'infections. 
  - Réactivation de virus latents, p.ex. leuco-encéphalopathie multifocale progressive (LEMP). 
  - Céphalées, nausées: fréquent. 
  - Réactions liées à la perfusion (p.ex. céphalées, vertiges, élévation de la pression artérielle). 
 

**_Grossesse et allaitement_**

  
  - **[Voir 12.3.2. Médicaments des maladies immunitaires chroniques](http://www.cbip.be/fr/contents/12153)** 
  - Peu de données chez l’humain: à éviter pendant la grossesse. 
  - Une contraception fiable est requise pendant le traitement, et jusqu'à 14 semaines après son arrêt. 
 

**_Précautions particulières_**

  
  - Avant d’initier un traitement à l'abatacept, la tuberculose doit être exclue (signes anamnestiques, test cutané tuberculinique ou test IGRA et radiographie du thorax); en présence d'une tuberculose, des antituberculeux doivent être instaurés avant le début du traitement par l'abatacept. 
  - Concernant la vaccination des patients sous immunosuppresseurs: [voir 12.3.2. Médicaments des maladies immunitaires chroniques](http://www.cbip.be/fr/contents/12153) _rubrique “Précautions particulières_”. 
 ";
"0012179";"LCBGAA";true;"Spécialités [Abatacept]";;
"8900599";"MBBC";false;"Inhibiteurs de BRAF";"Les inhibiteurs de BRAF (dabrafénib, encorafénib, vémurafénib) sont souvent utilisés en association avec les inhibiteurs de MEK ([voir 13.2.2.8. Inhibiteurs de MEK](http://www.cbip.be/fr/contents/8900656)).
 

**_Contre-indications_**

  
  - [Voir 13.2.2. Inhibiteurs de protéines kinases](http://www.cbip.be/fr/contents/13219) 
 

**_Effets indésirables_**

  
  - [Voir 13.2.2. Inhibiteurs de protéines kinases](http://www.cbip.be/fr/contents/13219) 
 

**_Interactions_**

  
  - [Voir 13.2.2. Inhibiteurs de protéines kinases](http://www.cbip.be/fr/contents/13219) 
 ";
"8900607";"MBBCA";true;"Spécialités [Inhibiteurs de BRAF]";;
"0021451";"LCBGC";false;"Aprémilast";"L’aprémilast est un inhibiteur de la phosphodiestérase de type 4.
 

**_Positionnement_**

  
  - Concernant le psoriasis, [voir 15.8. Psoriasis](http://www.cbip.be/fr/contents/14548) 
 

**_Indications (synthèse du RCP)_**

  
  - Certaines formes de psoriasis et arthrite psoriasique. 
  - Ulcères buccaux associés à la maladie de Behçet. 
 

**_Contre-indications_**

  
  - **Grossesse.** 
 

**_Effets indésirables_**

  
  - Des effets indésirables sont fréquents et parfois très graves. 
  - Risque accru d'infections. 
  - Troubles gastro-intestinaux avec diarrhée et vomissements parfois très sévères, perte d'appétit, douleurs dorsales, migraine. 
  - Insomnie, dépression, idées suicidaires et comportements suicidaires. 
 

**_Grossesse et allaitement_**

  
  - **[Voir 12.3.2. Médicaments des maladies immunitaires chroniques](http://www.cbip.be/fr/contents/12153)** 
  - L'aprémilast est **contre-indiqué** pendant la grossesse. 
 

**_Interactions_**

  
  - L’aprémilast est un substrat du CYP3A4 ([voir % dans Intro.6.3. Interactions des médicaments](http://www.cbip.be/fr/contents/9990243#cyp)). 
 

**_Précautions particulières_**

  
  - Attention à l'apparition d’idées ou de comportements suicidaires. 
  - Contrôler régulièrement le poids des patients en insuffisance pondérale. 
  - Concernant la vaccination des patients sous immunosuppresseurs: [voir 12.3.2. Médicaments des maladies immunitaires chroniques](http://www.cbip.be/fr/contents/12153) _rubrique “Précautions particulières_”. 
 ";
"0025247";"LCBGCA";true;"Spécialités [Aprémilast]";;
"0018846";"LCBGD";false;"Bélimumab";"Le bélimumab est un anticorps monoclonal contre la protéine BLyS (un facteur de survie des lymphocytes B).
 

**_Indications (synthèse du RCP)_**

  
  - Lupus érythémateux systémique actif. 
  - Glomérulonéphrite lupique active. 
 

**_Contre-indications_**

  
  - Grossesse. 
  - Infection active. 
  - Vaccination avec des vaccins vivants. 
 

**_Effets indésirables_**

  
  - Des effets indésirables sont fréquents et parfois très graves. 
  - Risque accru d'infections. 
  - Réactivation des virus lanternes, p.ex. herpès zoster et leuco-encéphalopathie multifocale progressive (LEMP). 
  - Leucopénie, troubles gastro-intestinaux, douleurs aux extrémités, migraine. 
  - Réactions d'hypersensibilité, réactions liées à la perfusion ou à l'injection. 
  - Dépression, idées suicidaires et comportement suicidaire. 
 

**_Grossesse et allaitement_**

  
  - [Voir 12.3.2. Médicaments des maladies immunitaires chroniques](http://www.cbip.be/fr/contents/12153) 
  - Le bélimumab est **contre-indiqué** pendant la grossesse. 
  - Une contraception fiable est requise pendant le traitement, et jusqu'à 4 mois après son arrêt. 
  - Si le traitement a été poursuivi au-delà de la 22e semaine de grossesse, la vaccination du nourrisson avec un vaccin vivant doit être reportée après l'âge de 6 mois (l’enfant étant susceptible d’être encore immunodéprimé) [[voir Folia de mars 2021](http://www.cbip.be/fr/articles/query?number=F48F03C)]. 
 

**_Précautions particulières_**

  
  - La vaccination contre le pneumocoque doit être envisagée avant d’initier le traitement. 
  - Attention à l’apparition de dépression et tendance suicidaire. 
  - Concernant la vaccination des patients sous immunosuppresseurs: [voir 12.3.2. Médicaments des maladies immunitaires chroniques](http://www.cbip.be/fr/contents/12153) _rubrique “Précautions particulières_”. 
 ";
"0018853";"LCBGDA";true;"Spécialités [Bélimumab]";;
"8904534";"LCBGE";false;"Efgartigimod alfa";"L’efgartigimod alfa est un fragment d’un anticorps qui se lie au récepteur néonatal Fc pour diminuer les Ig G circulantes.
 

**_Indications (synthèse du RCP)_**

  
  - Myasthénie auto-immune généralisée avec anticorps anti-récepteurs de l’acétylcholine. 
 

**_Contre-indications_**

  
  - Vaccination simultanée avec des vaccins vivants. 
 

**_Effets indésirables_**

  
  - Infections respiratoires et urinaires. 
  - Réactions liées à la perfusion et réactions d'hypersensibilité. Des réactions anaphylactiques ont été rapporté. 
  - Myalgies, céphalées. 
 

**_Grossesse et allaitement_**

  
  - Pas de données humaines: à envisager chez les femmes enceintes uniquement si le bénéfice clinique est supérieur aux risques. 
  - A n'envisager chez les femmes qui allaitent que si le bénéfice clinique est supérieur aux risques. 
 

**_Interactions_**

  
  - L'efgartigimod alfa peut diminuer la concentration des médicaments (les immunoglobulines, les anticorps monoclonaux ou les dérivés d’anticorps) contenant le domaine Fc humain des IgG. Un traitement par ces médicaments doit être retardé jusqu'à 2 semaines après la dernière administration d'efgartigimod alfa. 
 

**_Précautions particulières_**

  
  - Concernant la vaccination des patients sous immunosuppresseurs: [voir 12.3.2. Médicaments des maladies immunitaires chroniques](http://www.cbip.be/fr/contents/12153) rubrique _“Précautions particulières”_. 
 ";
"8904542";"LCBGEA";true;"Spécialités [Efgartigimod alfa]";;
"8903544";"LCBGF";false;"Tézépelumab";"Le tézépelumab est un anticorps monoclonal dirigé contre la cytokine lymphopoïétine stromale thymique (TSLP).
 

**_Positionnement_**

  
  - En ce qui concerne l’asthme, [voir 4.1. Asthme et BPCO](http://www.cbip.be/fr/contents/3525) 
  - La place du tézépelumab n’est pas claire. Il est utilisé dans l’asthme sévère, après échec des traitements classiques ([voir Folia de mars 2023](http://www.cbip.be/fr/articles/query?number=F50F03J#tez)). 
 

**_Indications (synthèse du RCP)_**

  
  - Traitement d’entretien de l’asthme sévère non contrôlé à partir de l’âge de 12 ans. 
 

**_Contre-indications_**

  
  - Infection grave. 
 

**_Effets indésirables_**

  
  - Pharyngite, éruption cutanée, arthralgie, réaction au site d’injection. 
  - Réactions d’hypersensibilité (y compris l’anaphylaxie). Parfois également plusieurs jours après l’administration. 
 

**_Grossesse et allaitement_**

  
  - Très peu de données chez l’humain: à éviter pendant la grossesse. 
 

**_Précautions particulières_**

  
  - Le tézépelumab ne doit pas être utilisé pour traiter les exacerbations aiguës de l’asthme. 
  - Il est déconseillé d’interrompre brutalement la prise de corticostéroïdes (quelle que soit leur voie d’administration) après l’instauration du traitement par le tézépelumab. Lorsqu’il est indiqué de diminuer la dose de corticostéroïdes, la diminution doit se faire progressivement. 
  - En cas d'événement cardiaque grave, le traitement doit être interrompu. 
  - Les patients présentant une infection par des helminthes doivent être traités avant l’initiation d’un traitement par tézépelumab. 
  - Vaccinations simultanées avec des vaccins vivant doivent être évitées. 
 ";
"8903890";"LCBGFA";true;"Spécialités [Tézépelumab]";;
"8902090";"MBBD";false;"Inhibiteurs de BTK";"**_Contre-indications_**

  
  - [Voir 13.2.2. Inhibiteurs de protéines kinases](http://www.cbip.be/fr/contents/13219) 
 

**_Effets indésirables_**

  
  - [Voir 13.2.2. Inhibiteurs de protéines kinases](http://www.cbip.be/fr/contents/13219) 
 

**_Interactions_**

  
  - [Voir 13.2.2. Inhibiteurs de protéines kinases](http://www.cbip.be/fr/contents/13219) 
 ";
"8902140";"MBBDA";true;"Spécialités [Inhibiteurs de BTK]";;
"0021311";"LCBGG";false;"Védolizumab";"Le védolizumab est un anticorps monoclonal dirigé contre l’anti-intégrine α4β7.
 

**_Positionnement_**

  
  -  Concernant la maladie de Crohn et la colite ulcéreuse: [voir 3.7. Affections inflammatoires du tube digestif](http://www.cbip.be/fr/contents/3376) 
 

**_Indications (synthèse du RCP)_**

  
  - Certaines formes de la maladie de Crohn et la colite ulcéreuse (voir RCP). 
 

**_Contre-indications_**

  
  - Infection active. 
  - Leucoencéphalopathie multifocale progressive (LEMP). 
  - Vaccination avec des vaccins vivants. 
 

**_Effets indésirables_**

  
  - Les effets indésirables sont fréquents et parfois très graves. 
  - Risque accru d’infections (par exemple rhinopharyngite). 
  - Réactivation de virus latents comme dans la leucoencéphalopathie multifocale progressive (LEMP). 
  - Réactions à la perfusion, troubles gastro-intestinaux, hémorroïdes, abcès et fissure anale, réactions cutanées, arthralgie, douleurs (dos, membres), spasmes musculaires. 
  - Hypertension, paresthésie, rarement réactions anaphylactiques conduisant à un choc. 
 

**_Grossesse et allaitement_**

  
  - **[Voir 12.3.2. Médicaments des maladies immunitaires chroniques](http://www.cbip.be/fr/contents/12153)** 
  - Peu de données chez l'humain: à éviter pendant la grossesse. 
  - Une contraception fiable est recommandée pendant et jusqu'à 18 semaines après le traitement. 
  - Si le traitement a été poursuivi au-delà de la 22e semaine de grossesse, la vaccination du nourrisson avec un vaccin vivant doit être reportée après l'âge de 6 mois (l’enfant étant susceptible d’être encore immunodéprimé [[voir Folia de mars 2021](http://www.cbip.be/fr/articles/query?number=F48F03C)]. 
 

**_Précautions particulières_**

  
  - Un dépistage de la tuberculose latente (signes anamnestiques, test cutané tuberculinique ou test IGRA et radiographie du thorax) doit être réalisé avant l’initiation du traitement. En cas de dépistage positif, la tuberculose latente doit être traitée pendant 6 mois. 
  - Concernant la vaccination des patients sous immunosuppresseurs: [voir 12.3.2. Médicaments des maladies immunitaires chroniques](http://www.cbip.be/fr/contents/12153) _rubrique “Précautions particulières_”. 
 ";
"0021345";"LCBGGA";true;"Spécialités [Védolizumab]";;
"0012328";"LD";false;"Allergie";"Sont discutés ici:
  
  - les antihistaminiques H1 
  - les désensibilisants. 
 
La prise en charge des réactions anaphylactiques est discutée [dans Intro.7.3. Traitement des réactions anaphylactiques](http://www.cbip.be/fr/contents/9990326)
 ";
